,MW,LogP,HBA,HBD,CSP3,NumRotBond,NumRings,TPSA,NumAromaticRings,pIC50
83,446.11477204399995,2.4285000000000005,9,1,0.2857142857142857,9,3,119.07999999999998,2,6.959
84,479.2168690280001,1.4139000000000015,10,2,0.48,4,5,123.14999999999999,2,6.959
85,588.3311705079999,4.6555000000000035,9,2,0.5294117647058824,10,5,110.26,2,6.921
86,520.232184744,2.658000000000002,10,2,0.42857142857142855,6,5,119.49,2,6.921
87,464.1042073599999,2.504500000000001,8,1,0.125,7,4,109.85,3,6.879
88,532.268570252,2.6509000000000027,9,2,0.4666666666666667,7,5,110.25999999999999,2,6.854
89,331.15320615200005,1.5198,7,3,0.47058823529411764,4,3,98.74000000000001,1,6.833
90,465.099456328,2.9673000000000016,9,2,0.08695652173913043,6,4,121.88,3,6.804
91,435.21178364800005,-1.1694999999999949,11,3,0.75,4,4,139.35999999999999,0,6.77
92,464.1042073599999,3.2169000000000016,8,1,0.125,7,4,109.85,3,6.77
93,491.18385464799996,0.885600000000001,11,3,0.5909090909090909,5,4,139.35999999999999,1,6.721
94,361.08293367199997,1.8496000000000001,7,2,0.17647058823529413,4,3,102.59,2,6.721
95,498.26309094799996,3.803300000000003,7,4,0.3,9,4,104.53,3,6.699
96,498.26309094799996,3.803300000000003,7,4,0.3,9,4,104.53,3,6.699
97,508.30093300000004,1.448370000000004,12,4,0.7916666666666666,6,3,160.57,0,6.69
98,488.263484872,2.1542000000000003,10,3,0.6,7,3,133.48,1,6.676
99,484.026262656,3.125300000000001,8,1,0.25,8,3,109.85,2,6.638
100,470.23179081999996,3.5619000000000023,7,4,0.25,7,4,104.53,3,6.602
101,470.23179081999996,3.5619000000000023,7,4,0.25,7,4,104.53,3,6.602
102,519.0947648719999,1.1549000000000003,13,2,0.22727272727272727,9,3,176.68999999999997,2,6.593
103,509.227433712,1.8291199999999999,11,2,0.5,5,5,136.29,2,6.538
104,432.09912197999995,2.0384,9,1,0.25,8,3,119.07999999999998,2,6.457
105,480.0991219799999,3.072000000000002,9,1,0.125,7,4,119.08,3,6.453
106,619.1835798760001,3.712200000000002,14,2,0.39285714285714285,11,3,185.91999999999996,2,6.453
107,524.238332744,0.9783000000000015,12,2,0.5384615384615384,5,5,142.93,1,6.42
108,446.11477204399995,1.8270999999999997,9,1,0.2857142857142857,9,3,119.07999999999998,2,6.367
109,460.13042210799995,2.818600000000001,9,1,0.3181818181818182,10,3,119.07999999999998,2,6.361
110,485.20744721600005,1.486100000000001,10,3,0.5,4,5,126.04999999999998,2,6.347
111,373.175004216,1.1256699999999995,9,5,0.4444444444444444,4,3,139.82,1,6.288
112,466.0834719159999,2.9342000000000015,9,1,0.08695652173913043,6,4,119.08,3,6.201
113,464.1042073599999,2.618100000000001,8,1,0.125,7,4,109.85,3,6.168
114,418.08347191599995,1.6483,9,1,0.21052631578947367,7,3,119.07999999999998,2,6.069
115,500.24235550399993,3.5705000000000027,8,4,0.27586206896551724,8,4,113.75999999999999,3,6.051
116,505.07911480799993,0.7648000000000004,13,2,0.19047619047619047,8,3,176.68999999999997,2,6.046
117,465.0994563279999,2.9673000000000016,9,2,0.08695652173913043,6,4,121.88,3,6.022
118,484.24744088399996,3.4857000000000022,7,4,0.27586206896551724,8,4,104.53,3,6.009
119,476.27874101199995,3.942600000000003,7,4,0.4642857142857143,7,4,104.53,2,6.009
120,333.143704088,0.3933699999999993,9,6,0.3333333333333333,6,2,148.60999999999999,1,6.003
121,475.24308377600005,1.6727000000000007,11,3,0.6086956521739131,6,3,146.36999999999998,1,5.978
122,480.294785,2.2326000000000006,10,2,0.8333333333333334,7,3,119.49,0,5.916
123,484.247440884,3.870320000000002,7,4,0.27586206896551724,7,4,104.53,3,5.886
124,538.153846116,4.868700000000003,7,4,0.25,7,4,104.53,3,5.678
125,452.263484872,1.4524000000000017,10,2,0.8181818181818182,6,3,119.49,0,5.584
126,498.26309094799996,4.1243000000000025,7,4,0.3,8,4,104.53,3,5.538
127,450.26309094799996,2.9941000000000004,7,4,0.4230769230769231,10,3,104.53,2,5.538
128,470.23179081999996,3.5619000000000023,7,4,0.25,7,4,104.53,3,5.444
129,422.23179081999996,2.4573,7,4,0.375,7,3,104.53,2,5.337
130,474.22670543999993,2.813300000000001,8,4,0.2962962962962963,8,4,113.76000000000002,3,5.337
131,484.24744088399996,3.490800000000003,7,4,0.27586206896551724,8,4,104.53,3,5.284
132,426.14607217199995,2.416900000000001,9,1,0.5263157894736842,8,2,119.07999999999998,1,5.27
133,333.143704088,0.3933699999999993,9,6,0.3333333333333333,6,2,148.60999999999999,1,5.269
134,404.06782185199995,1.2582000000000004,9,1,0.16666666666666666,6,3,119.07999999999998,2,5.159
135,484.24744088399996,3.6044000000000027,7,4,0.27586206896551724,8,4,104.53,3,4.959
136,450.26309094799996,2.7097000000000016,7,4,0.4230769230769231,10,3,104.53,2,4.921
137,476.27874101199995,3.098200000000001,7,4,0.4642857142857143,7,4,104.53,2,4.921
138,619.1835798760001,3.712200000000002,14,2,0.39285714285714285,11,3,185.91999999999996,2,4.914
139,484.24744088399996,3.239600000000002,7,4,0.27586206896551724,8,4,104.53,3,4.886
140,519.0947648719999,1.1532999999999995,13,2,0.22727272727272727,8,3,176.68999999999997,2,4.873
141,445.211389724,2.4431000000000003,8,4,0.28,6,4,117.42000000000002,3,4.824
142,466.279134936,1.8425000000000011,10,2,0.8260869565217391,6,3,119.49,0,4.747
143,436.24744088399996,2.319600000000001,7,4,0.4,9,3,104.53,2,4.481
144,510.26309094799996,4.439300000000004,7,4,0.3225806451612903,6,5,104.53,3,4.481
145,470.23179081999996,3.5619000000000023,7,4,0.25,7,4,104.53,3,4.481
146,453.088222948,3.1034000000000015,8,0,0.13043478260869565,8,4,99.21000000000001,3,4.481
147,464.27874101199995,3.099800000000002,7,4,0.4444444444444444,11,3,104.53,2,4.481
148,526.294391076,4.945000000000005,7,2,0.34375,10,4,81.75,3,4.481
149,484.24744088399996,3.822600000000003,7,3,0.27586206896551724,8,4,90.53999999999999,3,4.481
150,470.23179081999996,3.363100000000002,7,4,0.25,7,4,104.53,3,4.481
151,484.21105537599993,3.2021000000000015,8,4,0.21428571428571427,7,4,121.6,3,4.481
152,470.23179081999996,3.363100000000002,7,4,0.25,7,4,104.53,3,4.481
153,462.263090948,2.580300000000001,7,3,0.4444444444444444,7,4,90.54,2,4.481
154,496.247440884,3.7489000000000017,7,3,0.3,6,5,90.54,3,4.481
155,533.1104149359999,1.545,13,2,0.2608695652173913,10,3,176.68999999999997,2,4.481
156,466.0834719159999,3.394300000000002,9,1,0.08695652173913043,6,4,119.08,3,4.481
157,426.247834808,1.1917000000000015,10,3,0.8,7,2,133.48,0,4.481
158,332.04669248399995,1.2278000000000004,7,2,0.06666666666666667,3,3,106.77000000000001,2,4.481
