,MW,LogP,HBA,HBD,CSP3,NumRotBond,NumRings,TPSA,NumAromaticRings,SMILES
1931,385.120462052,1.1804,7,4,0.4117647058823529,3,4,106.07,2,Cl.O.O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O
1932,320.12846862400005,0.6633000000000002,7,2,0.4,3,3,87.46000000000001,2,*.CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21
1933,300.06569093600007,0.9544400000000001,6,2,0.16666666666666666,3,2,89.18,2,Cc1cc(C)nc(N([Na])S(=O)(=O)c2ccc(N)cc2)n1
1934,153.042593084,0.6726000000000001,4,4,0.0,1,1,83.55000000000001,1,Nc1ccc(C(=O)O)c(O)c1
1935,388.10910947199994,-4.802299999999996,16,8,0.45454545454545453,6,2,221.54,0,O=C(NCNC(=O)NC1C(=O)NC(=O)N1CO)NC1C(=O)NC(=O)N1CO
1936,193.073893212,1.2721,4,2,0.2,3,1,66.4,1,CC(=O)Nc1ccc(CC(=O)O)cc1
1937,313.09502258,2.789500000000001,6,1,0.11764705882352941,4,2,81.69999999999999,2,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1
1938,312.195011388,2.3183999999999996,5,1,0.5555555555555556,2,4,50.160000000000004,2,CN1[C@H]2CCC[C@@H]1C[C@H](NC(=O)c1nn(C)c3ccccc13)C2
1939,398.167352668,5.521640000000004,4,1,0.2727272727272727,3,4,41.050000000000004,3,Cc1nc(Nc2ccc(F)cc2)nc(N2CCc3ccccc3C2C)c1C.Cl
1940,810.338686744,7.065600000000009,14,4,0.45,11,6,174.63999999999996,4,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C.Cl.Cl
1941,283.067673968,2.4258000000000006,3,3,0.7,3,2,50.94,1,CCCN[C@H]1CCc2nc(N)sc2C1.Cl.Cl
1942,526.257353936,0.08787000000000311,12,9,0.6086956521739131,9,3,209.21,1,CC1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1.O
1943,450.19369106,2.966800000000001,9,3,0.47619047619047616,10,2,113.02000000000001,2,COc1cc(O)c(C(=O)Nc2nc(C(=O)NCCN(C(C)C)C(C)C)cs2)cc1OC
1944,500.087445584,4.864100000000003,8,5,0.09523809523809523,5,3,123.85000000000001,3,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1.O
1945,407.11807942,2.0164999999999997,6,2,0.4375,4,3,77.04,2,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F
1946,236.090940244,-1.2899999999999994,7,4,0.3,1,2,108.01999999999998,0,CN1CC(O)C2=C/C(=N/NC(N)=O)C(=O)C=C21
1947,446.12600542399997,3.122200000000001,10,3,0.2,6,2,127.35000000000001,2,COCC(=O)Nc1cc(Sc2ccccc2)ccc1N=C(NC(=O)OC)NC(=O)OC
1948,624.820544572,6.952800000000003,4,2,0.0,4,3,58.56,3,O=C(Nc1ccc(Oc2ccc(Cl)cc2)c(Cl)c1)c1cc(I)cc(I)c1O
1949,263.975960908,-2.6767999999999983,3,1,0.14285714285714285,1,1,36.47,1,C[n+]1ccccc1/C=N/O.[I-]
1950,496.24341812400013,2.9922000000000013,11,6,0.32,6,4,164.50999999999996,2,CCC(=O)O.CCC(=O)O.O=C(Nc1cccc(C2=NCCN2)c1)Nc1cccc(C2=NCCN2)c1
1951,554.244406304,-1.628399999999993,12,8,0.8181818181818182,19,0,197.31999999999996,0,CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO
1952,222.000389692,0.6008000000000002,4,3,0.6666666666666666,2,0,72.19,0,CC(C)C(Br)C(=O)NC(N)=O
1953,230.141913196,2.607820000000001,3,0,0.35714285714285715,2,2,26.93,2,Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C
1954,124.87575045999999,1.3765,0,0,0.0,0,0,0.0,0,Cl[Mn]Cl
1955,452.23743062799997,4.683000000000004,5,2,0.56,12,2,75.99000000000001,1,CC(C)OC(=O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1/C=C/C(F)(F)COc1ccccc1
1956,410.3912516,10.60499999999999,0,0,0.6,15,0,0.0,0,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
1957,222.198365452,4.397900000000004,1,1,0.6,7,0,20.23,0,CC(C)=CCC/C(C)=C/CC/C(C)=C/CO
1958,158.130679816,2.821600000000001,2,1,0.8888888888888888,7,0,37.3,0,CCCCCCCCC(=O)O
1959,154.135765196,2.6698000000000013,1,1,0.6,4,0,20.23,0,C=CC(C)(O)CCC=C(C)C
1960,0.0,0.0,0,0,0.0,0,0,0.0,0,*
1961,105.96428242,-0.6934,3,0,0.0,0,0,35.53,0,O=C(O[Na])O[Na]
1962,281.27186474,5.309900000000005,2,0,0.9444444444444444,11,1,20.310000000000002,0,CCCCCCCCCCCCN1CCCCCC1=O
1963,840.3015272560003,8.688200000000007,10,2,0.20833333333333334,6,10,125.08,8,CN1CCc2c(c3ccccc3n2Cc2ccccc2)C1.CN1CCc2c(c3ccccc3n2Cc2ccccc2)C1.O=S(=O)(O)c1cccc2c(S(=O)(=O)O)cccc12
1964,465.22820093199994,5.0243000000000055,6,0,0.48,13,2,57.230000000000004,2,CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1.Cl
1965,257.10282399,-1.452599999999998,7,2,1.0,8,0,99.05000000000001,0,C[N+](C)(C)CCOP(=O)([O-])OC[C@H](O)CO
1966,224.090940244,-1.5739999999999998,7,1,0.4444444444444444,2,2,82.04999999999998,2,Cn1c(=O)c2c(ncn2CCO)n(C)c1=O
1967,182.094294308,0.7270199999999998,3,2,0.4,4,1,49.69,1,Cc1ccccc1OCC(O)CO
1968,327.17537751199995,5.131100000000005,1,0,0.3333333333333333,3,3,3.24,2,CN(C)CCC=C1c2ccccc2C(C)(C)c2ccccc21.Cl
1969,493.32257998399996,4.967900000000006,5,1,0.8571428571428571,9,3,66.84,0,C=C[C@]1(C)C[C@@H](OC(=O)CSCCN(CC)CC)[C@@]2(C)[C@H](C)CC[C@@]3(CCC(=O)[C@@H]23)[C@@H](C)[C@@H]1O
1970,381.17068605599997,3.0060200000000017,5,2,0.4,10,2,59.95,2,COc1ccc(CCNCC(O)COc2cccc(C)c2)cc1OC.Cl
1971,262.050905272,3.485220000000001,4,2,0.07692307692307693,3,2,62.22,2,Cc1c(Cl)cccc1Nc1ncccc1C(=O)O
